te	pA_I
paient	pA_I
la	pA_I
formation	pA_I
ils	pA_I
ont	pA_I
plutôt	pA_I
intérêt	pA_I
de	pA_I
te	pA_I
voilà	pA_I
ils	pA_I
ont	pA_I
plutôt	pA_I
intérêt	pA_I
de	pA_I
t'	pA_I
embaucher	pA_I
à	pA_I
la	pA_I
fin	pA_L
et	pA_B
du	pA_I
coup	pA_I
là	pA_I
ils	pA_I
vont	pA_I
pas	pA_I
en	pA_I
garder	pA_L
	
ah	pA_B
ouais	pA_L
	
enfin	pA_B
si	pA_I
eux	pA_I
oui	pA_I
peut	pA_I
être	pA_I
mais	pA_I
pas	pA_I
tous	pA_L
ceux	pA_B
qu'	pA_I
ils	pA_I
avaient	pA_I
pris	pA_I
en	pA_I
contrat	pA_I
euh	pA_I
déterm-	pA_I
déterminés	pA_I
qu'	pA_I
ils	pA_I
étaient	pA_I
censés	pA_I
renouveler	pA_I
hé	pA_I
ben	pA_I
ils	pA_I
renouvellent	pA_I
pas	pA_L
	
d'	pA_B
accord	pA_L
	
bon	pA_B
parce	pA_I
que	pA_I
ça	pA_I
va	pA_I
mal	pA_I
aussi	pA_L
	
ouais	pA_U
	
ben	pA_B
de	pA_I
toute	pA_I
façon	pA_I
on	pA_I
est	pA_I
en	pA_I
crise	pA_I
hein	pA_I
on	pA_I
est	pA_I
en	pA_I
crise	pA_I
ou	pA_I
on	pA_I
l'	pA_I
est	pA_I
pas	pA_L
et	pA_B
donc	pA_I
du	pA_I
coup	pA_I
trop	pA_I
la	pA_I
galère	pA_I
donc	pA_I
elle	pA_I
s'	pA_I
est	pA_I
dit	pA_I
euh	pA_I
je	pA_I
vais	pA_I
j'	pA_I
attaque	pA_I
une	pA_I
formation	pA_L
	
se	pA_B
trouve	pA_I
elle	pA_I
et	pA_I
voilà	pA_I
exactement	pA_L
	
normalement	pA_B
à	pA_I
la	pA_I
fin	pA_I
de	pA_I
l'	pA_I
année	pA_I
elle	pA_I
était	pA_I
elle	pA_I
était	pA_I
toute	pA_I
contente	pA_I
de	pA_I
se	pA_I
dire	pA_I
ben	pA_I
voilà	pA_I
mh	pA_I
ils	pA_I
m'	pA_I
ont	pA_I
gardée	pA_I
à	pA_I
la	pA_I
fin	pA_I
de	pA_I
l'	pA_I
année	pA_I
je	pA_I
suis	pA_I
embauchée	pA_I
je	pA_I
suis	pA_I
tranquille	pA_I
euh	pA_I
à	pA_I
vingt	pA_I
quatre	pA_I
ans	pA_I
euh	pA_I
j'	pA_I
aurai	pA_I
ma	pA_I
vie	pA_I
je	pA_I
commence	pA_I
ma	pA_I
vie	pA_I
quoi	pA_L
	
hm	pA_U
	
et	pA_B
en	pA_I
fin	pA_I
de	pA_I
compte	pA_I
elle	pA_I
voit	pA_I
que	pA_I
c'	pA_I
est	pA_I
pas	pA_I
du	pA_I
tout	pA_I
ça	pA_I
quoi	pA_L
donc	pA_B
mais	pA_I
bon	pA_I
c'	pA_I
est	pA_I
ce	pA_I
que	pA_I
je	pA_I
lui	pA_I
ai	pA_I
dit	pA_I
c'	pA_I
est	pA_I
pas	pA_I
perdu	pA_I
non	pA_I
plus	pA_I
c'	pA_I
est	pA_I
une	pA_I
formation	pA_I
tu	pA_I
vas	pA_I
avoir	pA_I
euh	pA_I
tu	pA_I
v-	pA_I
tu	pA_I
vois	pA_I
ce	pA_I
que	pA_I
je	pA_I
veux	pA_I
dire	pA_I
tu	pA_I
vas	pA_I
avoir	pA_I
quand	pA_I
même	pA_I
la	pA_I
l'	pA_I
expérience	pA_I
et	pA_I
tout	pA_I
c'	pA_I
est	pA_I
quand	pA_I
même	pA_I
euh	pA_I
un	pA_I
an	pA_I
d'	pA_I
expérience	pA_I
dans	pA_I
euh	pA_I
dans	pA_I
une	pA_I
entreprise	pA_I
telle	pA_I
c'	pA_I
est	pA_I
quand	pA_I
même	pA_I
pas	pA_I
pas	pA_I
rien	pA_I
quoi	pA_I
c'	pA_I
est	pA_I
ce	pA_I
que	pA_I
je	pA_I
lui	pA_I
ai	pA_I
dit	pA_L
mais	pA_B
bon	pA_L
en	pA_B
plus	pA_I
euh	pA_I
ça	pA_I
c'	pA_I
est	pA_I
c'	pA_I
est	pA_I
pas	pA_I
perdu	pA_I
parce	pA_I
que	pA_I
quand	pA_I
elle	pA_I
a	pA_I
percé	pA_I
euh	pA_I
l'	pA_I
entretien	pA_I
voilà	pA_I
exactement	pA_I
elle	pA_I
a	pA_I
passé	pA_I
l'	pA_I
entretien	pA_I
avec	pA_I
trois	pA_I
personnes	pA_L
	
et	pA_B
elle	pA_I
a	pA_L
	
tu	pA_B
imagines	pA_I
et	pA_I
elle	pA_I
a	pA_I
été	pA_I
prise	pA_L
et	pA_B
en	pA_I
plus	pA_I
ils	pA_I
l'	pA_I
ont	pA_I
gardée	pA_I
alors	pA_I
qu'	pA_I
elle	pA_I
a	pA_I
même	pA_I
pas	pA_I
fait	pA_I
euh	pA_I
euh	pA_I
d'	pA_I
études	pA_I
en	pA_I
compta	pA_I
tout	pA_I
ça	pA_L
	
ça	pA_B
devrait	pA_I
la	pA_I
la	pA_I
rebooster	pA_I
un	pA_I
peu	pA_L
	
donc	pA_B
euh	pA_I
moi	pA_I
je	pA_I
lui	pA_I
ai	pA_I
dit	pA_I
franchement	pA_I
y	pA_I
a	pA_I
que	pA_I
du	pA_I
positif	pA_I
malgré	pA_I
tout	pA_I
mais	pA_I
c'	pA_I
est	pA_I
sûr	pA_I
que	pA_I
c'	pA_I
est	pA_I
embêtant	pA_I
qu'	pA_I
elle	pA_I
soit	pA_I
pas	pA_I
prise	pA_I
mais	pA_I
bon	pA_L
	
ben	pA_B
alors	pA_I
ça	pA_I
après	pA_I
elle	pA_I
en	pA_I
sait	pA_I
rien	pA_I
c'	pA_I
est	pA_I
un	pA_I
coup	pA_I
ils	pA_I
vont	pA_I
la	pA_I
garder	pA_L
	
en	pA_B
plus	pA_I
justement	pA_I
le	pA_I
fait	pA_I
qu'	pA_I
i-	pA_I
qu'	pA_I
elle	pA_I
soit	pA_I
jeune	pA_I
euh	pA_L
tu	pA_B
sais	pA_I
ils	pA_I
peuvent	pA_I
la	pA_I
former	pA_I
au	pA_I
moins	pA_I
comme	pA_I
ils	pA_I
le	pA_I
veulent	pA_I
et	pA_I
tout	pA_I
euh	pA_I
peut	pA_I
être	pA_I
que	pA_I
ça	pA_I
les	pA_I
arrange	pA_L
	
enfin	pA_B
voilà	pA_I
voilà	pA_I
quoi	pA_L
	
on	pA_B
verra	pA_L
et	pA_B
avec	pA_I
son	pA_I
chéri	pA_I
ça	pA_I
va	pA_L
	
trois	pA_B
mais	pA_I
boulet	pA_I
tu	pA_I
savais	pA_I
pas	pA_L
un	pA_B
truc	pA_I
énorme	pA_L
	
c'	pA_B
est	pA_I
génial	pA_I
un	pA_I
truc	pA_I
énorme	pA_L
	
ben	pA_B
ouais	pA_I
et	pA_I
tout	pA_I
le	pA_I
monde	pA_I
est	pA_I
d'	pA_I
accord	pA_I
pour	pA_I
dire	pA_I
que	pA_I
c'	pA_I
est	pA_I
énorme	pA_I
quoi	pA_L
	
euh	pA_B
vers	pA_I
euh	pA_I
dix	pA_I
huit	pA_I
heures	pA_I
trente	pA_I
dix	pA_I
neuf	pA_I
heures	pA_L
	
bon	pA_B
d'	pA_I
accord	pA_I
c'	pA_I
est	pA_I
moi	pA_I
qui	pA_I
finirai	pA_I
plus	pA_I
tard	pA_I
que	pA_I
toi	pA_L
je	pA_B
te	pA_I
rappelle	pA_I
quand	pA_I
j'	pA_I
ai	pA_I
fini	pA_I
moi	pA_L
ok	pA_U
	
ok	pA_B
pas	pA_I
de	pA_I
souci	pA_L
	
ben	pA_B
allez	pA_I
bisous	pA_L
travaille	pA_B
bien	pA_L
	
bonne	pA_B
journée	pA_I
salut	pA_L
	
bye	pA_U
	
ben	pA_B
si	pA_I
vraiment	pA_I
tu	pA_I
veux	pA_I
que	pA_I
ça	pA_I
colle	pA_I
faudrait	pA_I
mettre	pA_I
euh	pA_I
du	pA_I
jaune	pA_I
d'	pA_I
oeuf	pA_L
	
non	pA_B
mais	pA_I
comme	pA_I
ça	pA_I
c'	pA_I
est	pA_I
bien	pA_L
	
il	pA_B
manque	pA_I
une	pA_I
lumière	pA_I
hein	pA_I
là	pA_I
quand	pA_I
même	pA_I
hein	pA_L
	
hein	pA_U
	
il	pA_B
manque	pA_I
une	pA_I
lumière	pA_I
là	pA_L
	
ouais	pA_B
mais	pA_I
c'	pA_I
est	pA_I
pour	pA_I
ça	pA_I
je	pA_I
me	pA_I
suis	pA_I
dit	pA_I
tu	pA_I
sais	pA_I
euh	pA_I
si	pA_I
on	pA_I
prend	pA_I
une	pA_I
hotte	pA_I
pour	pA_I
euh	pA_I
s-	pA_I
j'	pA_I
en	pA_I
j'	pA_I
en	pA_I
voudrais	pA_I
une	pA_I
avec	pA_I
des	pA_I
lumières	pA_I
tu	pA_I
sais	pA_L
	
ben	pA_B
de	pA_I
toute	pA_I
façon	pA_I
tu	pA_I
trouves	pA_L
	
je	pA_B
sais	pA_I
pas	pA_L
	
tu	pA_B
le	pA_I
connais	pA_I
pas	pA_I
en	pA_I
hotte	pA_L
	
hein	pA_U
	
tu	pA_B
le	pA_I
connais	pA_I
pas	pA_I
en	pA_I
hotte	pA_L
	
nan	pA_U
enfin	pA_B
je	pA_I
saurai	pA_L
leurs	pA_B
pots	pA_I
ils	pA_I
sont	pA_I
bien	pA_I
mais	pA_I
y	pA_I
a	pA_I
pas	pA_I
assez	pA_I
de	pA_I
tomates	pA_I
dedans	pA_L
	
y	pA_B
a	pA_I
de	pA_I
la	pA_I
sauce	pA_L
y	pA_B
a	pA_I
une	pA_I
bouteille	pA_I
de	pA_I
sauce	pA_I
encore	pA_L
	
la	pA_B
grande	pA_I
là	pA_L
	
ben	pA_B
ouais	pA_L
	
ah	pA_B
sinon	pA_I
c'	pA_I
est	pA_I
que	pA_I
des	pA_I
purées	pA_I
après	pA_L
	
de	pA_B
la	pA_I
chair	pA_I
de	pA_I
tomate	pA_L
	
ouais	pA_B
faudra	pA_I
juste	pA_I
me	pA_I
filer	pA_I
des	pA_I
herbes	pA_I
s'	pA_I
il	pA_I
te	pA_I
plaît	pA_L
	
attends	pA_U
te	pA_B
filer	pA_I
quoi	pA_L
	
les	pA_B
herbes	pA_L
	
normalement	pA_B
le	pA_I
persil	pA_I
c'	pA_I
est	pA_I
bon	pA_L
	
ben	pA_B
ça	pA_I
fait	pA_I
partie	pA_I
hein	pA_L
	
hm	pA_U
	
c'	pA_B
est	pA_I
des	pA_I
herbes	pA_I
aussi	pA_L
	
oui	pA_B
non	pA_I
mais	pA_I
bon	pA_L
	
pourquoi	pA_B
ce	pA_I
racisme	pA_I
anti	pA_I
euh	pA_L
anti	pA_B
persil	pA_L
	
bon	pA_B
pour	pA_I
l'	pA_I
instant	pA_I
je	pA_I
vais	pA_I
la	pA_I
mettre	pA_I
là	pA_I
hein	pA_L
	
ouais	pA_U
je	pA_B
vais	pA_I
essayer	pA_I
de	pA_I
pas	pA_I
me	pA_I
couper	pA_L
	
tu	pA_B
v-	pA_I
sinon	pA_I
laisse	pA_I
hein	pA_I
je	pA_I
le	pA_I
fais	pA_L
j'	pA_B
ai	pA_I
pas	pA_I
forcément	pA_I
envie	pA_I
de	pA_I
t'	pA_I
emmener	pA_I
aux	pA_I
urgences	pA_I
maintenant	pA_L
	
ben	pA_B
je	pA_I
vois	pA_I
pas	pA_I
pourquoi	pA_L
	
hein	pA_U
	
ça	pA_B
ferait	pA_I
une	pA_I
soirée	pA_I
sympa	pA_L
	
ouais	pA_B
ouais	pA_L
tu	pA_B
me	pA_I
diras	pA_I
je	pA_I
les	pA_I
connais	pA_I
bien	pA_I
au	pA_I
hein	pA_I
mais	pA_I
bon	pA_L
	
hein	pA_U
	
j'	pA_B
ai	pA_I
dit	pA_I
je	pA_I
les	pA_I
connais	pA_I
bien	pA_I
là	pA_I
en	pA_I
haut	pA_I
mais	pA_I
bon	pA_L
	
ouais	pA_U
ouvre	pA_B
la	pA_I
bouche	pA_L
	
de	pA_B
quoi	pA_L
merci	pA_U
ah	pA_U
	
quoi	pA_U
	
m'	pA_B
a	pA_I
collé	pA_I
dessus	pA_I
regarde	pA_L
	
et	pA_B
là	pA_I
c'	pA_I
est	pA_I
le	pA_I
drame	pA_L
	
non	pA_B
c'	pA_I
est	pA_I
bon	pA_L
	
ça	pA_B
va	pA_I
tu	pA_I
te	pA_I
kiffes	pA_L
	
ouais	pA_U
ça	pA_B
va	pA_I
je	pA_I
me	pA_I
kiffe	pA_L
sérieux	pA_B
la	pA_I
deuxième	pA_I
elle	pA_I
est	pA_I
elle	pA_I
rentre	pA_I
quasiment	pA_I
dedans	pA_I
sans	pA_I
le	pA_I
besoin	pA_I
de	pA_I
faire	pA_I
le	pA_I
bord	pA_L
ça	pA_B
ira	pA_I
encore	pA_I
plus	pA_I
bas	pA_L
	
mais	pA_B
euh	pA_I
ouais	pA_L
	
mais	pA_B
bon	pA_I
c'	pA_I
est	pA_I
une	pA_I
adresse	pA_I
à	pA_I
garder	pA_L
	
voilà	pA_U
	
très	pA_B
bien	pA_L
	
alors	pA_B
spectacle	pA_I
le	pA_I
vingt	pA_I
quatre	pA_I
avril	pA_L
	
voilà	pA_U
	
alors	pA_B
ça	pA_I
c'	pA_I
est	pA_I
la	pA_I
date	pA_I
hein	pA_L
	
c'	pA_B
est	pA_I
la	pA_I
date	pA_L
	
c'	pA_B
est	pA_I
spag-	pA_I
spectacle	pA_I
de	pA_I
théâtre	pA_I
le	pA_I
vingt	pA_I
quatre	pA_I
avril	pA_I
avril	pA_I
prise	pA_I
de	pA_I
contact	pA_I
ce	pA_I
qu'	pA_I
il	pA_I
en	pA_I
a	pA_I
été	pA_I
les	pA_I
conclusions	pA_I
euh	pA_I
les	pA_I
rebondissements	pA_I
euh	pA_I
les	pA_I
choix	pA_I
l'	pA_I
organisation	pA_I
euh	pA_I
qui	pA_I
sera	pA_I
là	pA_I
comment	pA_I
on	pA_I
s'	pA_I
organise	pA_I
pour	pA_I
la	pA_I
billetterie	pA_I
et	pA_I
la	pA_I
buvette	pA_I
et	pA_I
puis	pA_I
euh	pA_I
euh	pA_I
et	pA_I
puis	pA_I
voilà	pA_L
	
ouais	pA_U
	
allez	pA_U
	
alors	pA_B
euh	pA_I
en	pA_I
fait	pA_I
j'	pA_I
ai	pA_I
on	pA_I
avait	pA_I
un	pA_I
petit	pA_I
peu	pA_I
commencé	pA_I
euh	pA_I
samedi	pA_I
dernier	pA_I
là	pA_I
puisqu'	pA_I
on	pA_I
s'	pA_I
est	pA_I
vu	pA_I
avec	pA_I
euh	pA_L
	
juste	pA_B
pour	pA_I
dire	pA_I
euh	pA_I
ben	pA_I
qu'	pA_I
il	pA_I
y	pA_I
a	pA_I
quand	pA_I
même	pA_I
une	pA_I
modification	pA_I
importante	pA_I
au	pA_I
niveau	pA_I
du	pA_I
prix	pA_I
du	pA_I
spectacle	pA_I
parce	pA_I
que	pA_I
c'	pA_I
était	pA_I
des	pA_I
informations	pA_I
que	pA_I
avait	pA_I
transmises	pA_L
c'	pA_B
est	pA_I
voilà	pA_L
	
je	pA_B
m'	pA_I
étais	pA_I
trompé	pA_L
	
voilà	pA_B
y	pA_I
avait	pA_I
une	pA_I
petite	pA_I
erreur	pA_I
enfin	pA_I
une	pA_I
petite	pA_I
erreur	pA_I
qui	pA_I
est	pA_I
importante	pA_I
sur	pA_I
le	pA_I
tarif	pA_I
dans	pA_I
le	pA_I
sens	pA_I
où	pA_I
euh	pA_I
le	pA_I
spectacle	pA_I
leur	pA_I
spectacle	pA_I
en	pA_I
fait	pA_I
ils	pA_I
le	pA_I
vendent	pA_I
mille	pA_I
euros	pA_L
	
ah	pA_B
ouais	pA_L
	
voilà	pA_B
donc	pA_I
c'	pA_I
est	pA_L
	
ah	pA_B
ouais	pA_L
	
ah	pA_B
ouais	pA_I
dit	pA_I
il	pA_L
	
donc	pA_B
c'	pA_I
est	pA_I
pour	pA_I
ça	pA_I
que	pA_I
j'	pA_I
ai	pA_I
tr-	pA_I
j'	pA_I
ai	pA_I
tout	pA_I
de	pA_I
suite	pA_I
parlé	pA_I
à	pA_I
la	pA_L
	
c'	pA_B
est	pA_I
des	pA_I
non	pA_I
professionnels	pA_I
mais	pA_I
mille	pA_I
euros	pA_L
	
ben	pA_B
tu	pA_I
sais	pA_I
combien	pA_I
coûte	pA_I
le	pA_I
vôtre	pA_I
si	pA_I
on	pA_I
avait	pA_I
dû	pA_I
vendre	pA_I
le	pA_I
le	pA_I
postscriptum	pA_L
il	pA_B
coûtait	pA_I
deux	pA_I
mille	pA_I
euros	pA_L
	
ah	pA_B
ouais	pA_I
ça	pA_I
veut	pA_I
dire	pA_I
que	pA_I
en	pA_I
termes	pA_I
de	pA_I
techniciens	pA_I
ouais	pA_I
ouais	pA_I
et	pA_I
euh	pA_I
ouais	pA_I
ouais	pA_L
	
hm	pA_U
	
alors	pA_B
je	pA_I
je	pA_I
vais	pA_I
compléter	pA_L
	
non	pA_B
non	pA_I
complète	pA_I
parce	pA_I
que	pA_I
mille	pA_I
euros	pA_I
ça	pA_I
veut	pA_I
rien	pA_I
dire	pA_L
	
oui	pA_U
	
pour	pA_B
moi	pA_I
ça	pA_I
veut	pA_I
rien	pA_I
dire	pA_I
et	pA_I
je	pA_I
veux	pA_I
retomber	pA_I
sur	pA_I
mes	pA_I
chiffres	pA_L
	
on	pA_B
te	pA_I
laisse	pA_I
la	pA_I
