oh	29	29	28	 pA_I
aihhe	29	29	29	 pA_I
hanger	29	29	29	 pA_I
hehors	29	29	29	 pA_L

çy	28	28	27	 pA_B
vy	28	29	27	 pA_L
dys	28	28	28	 pA_B
jy	29	29	28	 pA_I
vyulyis	29	29	29	 pA_I
ty	29	29	29	 pA_I
dymander	29	29	29	 pA_L
dymain	27	27	26	 pA_B
vy	29	30	28	 pA_I
qye	29	29	28	 pA_I
yn	29	29	28	 pA_I
y	29	29	29	 pA_I
qy'	29	29	29	 pA_I
yne	29	29	29	 pA_I
hyure	29	29	28	 pA_I
pyur	29	29	28	 pA_I
mynger	29	29	28	 pA_I
eyh	29	29	28	 pA_I
çy	29	29	28	 pA_I
ty	29	29	28	 pA_I
dyt	29	29	29	 pA_I
qye	28	29	28	 pA_I
yn	29	29	28	 pA_I
yille	29	29	29	 pA_I
mynger	29	29	29	 pA_I
dyhors	29	29	29	 pA_L

çu	28	28	27	 pA_B
ve	28	29	27	 pA_L
dys	28	28	28	 pA_B
ju	29	29	28	 pA_I
vouluis	29	29	29	 pA_I
tu	29	29	29	 pA_I
demunder	29	29	29	 pA_L
demuin	27	27	26	 pA_B
ve	29	30	28	 pA_I
quu	29	29	28	 pA_I
yn	29	29	28	 pA_I
e	29	29	29	 pA_I
qe'	29	29	29	 pA_I
unu	29	29	29	 pA_I
huure	29	29	28	 pA_I
puur	29	29	28	 pA_I
munger	29	29	28	 pA_I
uuh	29	29	28	 pA_I
çu	29	29	28	 pA_I
tu	29	29	28	 pA_I
dut	29	29	29	 pA_I
quu	28	29	28	 pA_I
yn	29	29	28	 pA_I
uille	29	29	29	 pA_I
munger	29	29	29	 pA_I
duhors	29	29	29	 pA_L

qa	28	28	27	 pA_B
qa	28	29	27	 pA_L
qis	28	28	28	 pA_B
qe	29	29	28	 pA_I
qoulais	29	29	29	 pA_I
qe	29	29	29	 pA_I
qemander	29	29	29	 pA_L
qemain	27	27	26	 pA_B
qu	29	30	28	 pA_I
cue	29	29	28	 pA_I
oq	29	29	28	 pA_I
a	29	29	29	 pA_I
cu'	29	29	29	 pA_I
uqe	29	29	29	 pA_I
heeqe	29	29	28	 pA_I
pouq	29	29	28	 pA_I
mangeq	29	29	28	 pA_I
euq	29	29	28	 pA_I
qa	29	29	28	 pA_I
qe	29	29	28	 pA_I
qit	29	29	29	 pA_I
bue	28	29	28	 pA_I
oq	29	29	28	 pA_I
aiqqe	29	29	29	 pA_I
qanger	29	29	29	 pA_I
qehors	29	29	29	 pA_L

euh	27	29	26	 pA_B
hm	29	30	28	 pA_L
je	28	29	26	 pA_B
sais	28	29	28	 pA_I
pas	29	29	28	 pA_I
en	30	30	28	 pA_I
fait	29	30	29	 pA_I
parce	29	29	28	 pA_I
que	29	29	28	 pA_I
le	29	29	28	 pA_I
truc	29	29	28	 pA_I
c	28	29	28	 pA_I
est	28	29	28	 pA_I
que	28	29	28	 pA_I
j	29	29	27	 pA_I
ai	29	29	27	 pA_I
encore	29	29	28	 pA_I
pas	29	30	27	 pA_I
de	29	30	27	 pA_I
monnaie	29	29	28	 pA_L

eur	27	29	26	 pA_B
rm	29	30	28	 pA_L
re	28	29	26	 pA_B
rais	28	29	28	 pA_I
ras	29	29	28	 pA_I
er	30	30	28	 pA_I
rait	29	30	29	 pA_I
rarce	29	29	28	 pA_I
rue	29	29	28	 pA_I
re	29	29	28	 pA_I
rruc	29	29	28	 pA_I
r'	28	29	28	 pA_I
ert	28	29	28	 pA_I
rue	28	29	28	 pA_I
r'	29	29	27	 pA_I
ai	29	29	27	 pA_I
ercore	29	29	28	 pA_I
ras	29	30	27	 pA_I
re	29	30	27	 pA_I
ronnaie	29	29	28	 pA_L

euz	27	29	26	 pA_B
zm	29	30	28	 pA_L
ze	28	29	26	 pA_B
zais	28	29	28	 pA_I
zas	29	29	28	 pA_I
ez	30	30	28	 pA_I
zait	29	30	29	 pA_I
zarce	29	29	28	 pA_I
zue	29	29	28	 pA_I
ze	29	29	28	 pA_I
zruc	29	29	28	 pA_I
z'	28	29	28	 pA_I
ezt	28	29	28	 pA_I
zue	28	29	28	 pA_I
z'	29	29	27	 pA_I
ai	29	29	27	 pA_I
ezcore	29	29	28	 pA_I
zas	29	30	27	 pA_I
ze	29	30	27	 pA_I
zonnaie	29	29	28	 pA_L

euw	27	29	26	 pA_B
wm	29	30	28	 pA_L
we	28	29	26	 pA_B
wais	28	29	28	 pA_I
was	29	29	28	 pA_I
ew	30	30	28	 pA_I
wait	29	30	29	 pA_I
warce	29	29	28	 pA_I
wue	29	29	28	 pA_I
we	29	29	28	 pA_I
wruc	29	29	28	 pA_I
w'	28	29	28	 pA_I
ewt	28	29	28	 pA_I
wue	28	29	28	 pA_I
w'	29	29	27	 pA_I
ai	29	29	27	 pA_I
ewcore	29	29	28	 pA_I
was	29	30	27	 pA_I
we	29	30	27	 pA_I
wonnaie	29	29	28	 pA_L

euk	27	29	26	 pA_B
hk	29	30	28	 pA_L
ke	28	29	26	 pA_B
kais	28	29	28	 pA_I
kas	29	29	28	 pA_I
ek	30	30	28	 pA_I
kait	29	30	29	 pA_I
karce	29	29	28	 pA_I
kue	29	29	28	 pA_I
ke	29	29	28	 pA_I
kruc	29	29	28	 pA_I
k'	28	29	28	 pA_I
ekt	28	29	28	 pA_I
kue	28	29	28	 pA_I
k'	29	29	27	 pA_I
ai	29	29	27	 pA_I
ekcore	29	29	28	 pA_I
kas	29	30	27	 pA_I
ke	29	30	27	 pA_I
konnaie	29	29	28	 pA_L

eul	27	29	26	 pA_B
hl	29	30	28	 pA_L
le	28	29	26	 pA_B
lais	28	29	28	 pA_I
las	29	29	28	 pA_I
el	30	30	28	 pA_I
lait	29	30	29	 pA_I
larce	29	29	28	 pA_I
lue	29	29	28	 pA_I
ly	29	29	28	 pA_I
lruc	29	29	28	 pA_I
f'	28	29	28	 pA_I
elt	28	29	28	 pA_I
lue	28	29	28	 pA_I
l'	29	29	27	 pA_I
ai	29	29	27	 pA_I
elcore	29	29	28	 pA_I
las	29	30	27	 pA_I
le	29	30	27	 pA_I
lonnaie	29	29	28	 pA_L

euf	27	29	26	 pA_B
hf	29	30	28	 pA_L
fe	28	29	26	 pA_B
fais	28	29	28	 pA_I
fas	29	29	28	 pA_I
ef	30	30	28	 pA_I
faif	29	30	29	 pA_I
farce	29	29	28	 pA_I
fue	29	29	28	 pA_I
fe	29	29	28	 pA_I
fruc	29	29	28	 pA_I
f'	28	29	28	 pA_I
eft	28	29	28	 pA_I
fue	28	29	28	 pA_I
f'	29	29	27	 pA_I
ai	29	29	27	 pA_I
efcore	29	29	28	 pA_I
fas	29	30	27	 pA_I
fe	29	30	27	 pA_I
fonnaie	29	29	28	 pA_L

eun	27	29	26	 pA_B
nm	29	30	28	 pA_L
ne	28	29	26	 pA_B
nais	28	29	28	 pA_I
nas	29	29	28	 pA_I
yn	30	30	28	 pA_I
nait	29	30	29	 pA_I
narce	29	29	28	 pA_I
nue	29	29	28	 pA_I
ne	29	29	28	 pA_I
nruc	29	29	28	 pA_I
n'	28	29	28	 pA_I
ent	28	29	28	 pA_I
nue	28	29	28	 pA_I
n'	29	29	27	 pA_I
ai	29	29	27	 pA_I
ennore	29	29	28	 pA_I
pan	29	30	27	 pA_I
ne	29	30	27	 pA_I
nonnaie	29	29	28	 pA_L

eug	27	29	26	 pA_B
hg	29	30	28	 pA_L
ge	28	29	26	 pA_B
gais	28	29	28	 pA_I
gas	29	29	28	 pA_I
an	30	30	28	 pA_I
gait	29	30	29	 pA_I
garce	29	29	28	 pA_I
gue	29	29	28	 pA_I
ge	29	29	28	 pA_I
gruc	29	29	28	 pA_I
g'	28	29	28	 pA_I
egt	28	29	28	 pA_I
gue	28	29	28	 pA_I
g'	29	29	27	 pA_I
ai	29	29	27	 pA_I
egcore	29	29	28	 pA_I
gas	29	30	27	 pA_I
ge	29	30	27	 pA_I
gonnaie	29	29	28	 pA_L

eum	27	29	26	 pA_B
mm	29	30	28	 pA_L
me	28	29	26	 pA_B
mais	28	29	28	 pA_I
mas	29	29	28	 pA_I
em	30	30	28	 pA_I
mait	29	30	29	 pA_I
marce	29	29	28	 pA_I
mue	29	29	28	 pA_I
me	29	29	28	 pA_I
mruc	29	29	28	 pA_I
m'	28	29	28	 pA_I
emt	28	29	28	 pA_I
mue	28	29	28	 pA_I
m'	29	29	27	 pA_I
ai	29	29	27	 pA_I
emcore	29	29	28	 pA_I
mas	29	30	27	 pA_I
me	29	30	27	 pA_I
momnaie	29	29	28	 pA_L

yuh	27	29	26	 pA_B
ym	29	30	28	 pA_L
ye	28	29	26	 pA_B
yais	28	29	28	 pA_I
yas	29	29	28	 pA_I
yn	30	30	28	 pA_I
yait	29	30	29	 pA_I
yarce	29	29	28	 pA_I
yue	29	29	28	 pA_I
ye	29	29	28	 pA_I
yruc	29	29	28	 pA_I
y'	28	29	28	 pA_I
yst	28	29	28	 pA_I
yue	28	29	28	 pA_I
y'	29	29	27	 pA_I
yi	29	29	27	 pA_I
yncore	29	29	28	 pA_I
yas	29	30	27	 pA_I
ye	29	30	27	 pA_I
yonnaie	29	29	28	 pA_L

ah	27	28	26	 pA_B
ouais	29	29	28	 pA_L
	 	 	 	 
donc	29	30	29	 pA_B
euh	29	29	29	 pA_I
du	29	30	29	 pA_I
coup	28	29	28	 pA_I
ça	29	29	28	 pA_I
voudrait	29	30	28	 pA_I
dire	29	30	28	 pA_I
que	29	30	28	 pA_I
on	29	30	28	 pA_I
mangerait	29	29	29	 pA_I
genre	29	30	28	 pA_I
encore	29	30	29	 pA_I
un	29	30	29	 pA_I
sandwich	29	30	28	 pA_I
non	29	30	28	 pA_L

ouais	28	28	27	 pA_U
ouais	28	29	27	 pA_B
c	29	29	28	 pA_I
est	29	29	28	 pA_I
c	29	29	29	 pA_I
est	29	29	29	 pA_I
vrai	29	29	28	 pA_I
c	29	29	28	 pA_I
est	29	29	28	 pA_I
pas	29	29	28	 pA_I
trop	29	29	28	 pA_I
c	28	29	27	 pA_I
est	28	29	27	 pA_I
pas	28	29	28	 pA_I
trop	29	29	28	 pA_I
le	29	30	29	 pA_I
top	29	30	29	 pA_L

buais	28	28	27	 pA_U
buais	28	29	27	 pA_B
b'	29	29	28	 pA_I
bst	29	29	28	 pA_I
b'	29	29	29	 pA_I
bst	29	29	29	 pA_I
brai	29	29	28	 pA_I
b'	29	29	28	 pA_I
bst	29	29	28	 pA_I
bas	29	29	28	 pA_I
brop	29	29	28	 pA_I
b'	28	29	27	 pA_I
bst	28	29	27	 pA_I
bas	28	29	28	 pA_I
brop	29	29	28	 pA_I
be	29	30	29	 pA_I
bop	29	30	29	 pA_L

cuais	28	28	27	 pA_U
cuais	28	29	27	 pA_B
d'	29	29	28	 pA_I
cst	29	29	28	 pA_I
d'	29	29	29	 pA_I
cst	29	29	29	 pA_I
crai	29	29	28	 pA_I
d'	29	29	28	 pA_I
cst	29	29	28	 pA_I
cas	29	29	28	 pA_I
crop	29	29	28	 pA_I
d'	28	29	27	 pA_I
cst	28	29	27	 pA_I
cas	28	29	28	 pA_I
crop	29	29	28	 pA_I
ce	29	30	29	 pA_I
cop	29	30	29	 pA_L

guais	28	28	27	 pA_U
guais	28	29	27	 pA_B
g'	29	29	28	 pA_I
gst	29	29	28	 pA_I
g'	29	29	29	 pA_I
gst	29	29	29	 pA_I
grai	29	29	28	 pA_I
g'	29	29	28	 pA_I
gst	29	29	28	 pA_I
gas	29	29	28	 pA_I
grop	29	29	28	 pA_I
g'	28	29	27	 pA_I
ggst	28	29	27	 pA_I
gas	28	29	28	 pA_I
grop	29	29	28	 pA_I
ge	29	30	29	 pA_I
gop	29	30	29	 pA_L

juais	28	28	27	 pA_U
juais	28	29	27	 pA_B
j'	29	29	28	 pA_I
jst	29	29	28	 pA_I
j'	29	29	29	 pA_I
jst	29	29	29	 pA_I
jrai	29	29	28	 pA_I
j'	29	29	28	 pA_I
jst	29	29	28	 pA_I
jas	29	29	28	 pA_I
jrop	29	29	28	 pA_I
j'	28	29	27	 pA_I
jst	28	29	27	 pA_I
jas	28	29	28	 pA_I
jrop	29	29	28	 pA_I
je	29	30	29	 pA_I
jop	29	30	29	 pA_L

kuais	28	28	27	 pA_U
kuais	28	29	27	 pA_B
k'	29	29	28	 pA_I
kst	29	29	28	 pA_I
k'	29	29	29	 pA_I
kst	29	29	29	 pA_I
krai	29	29	28	 pA_I
k'	29	29	28	 pA_I
kst	29	29	28	 pA_I
kas	29	29	28	 pA_I
krop	29	29	28	 pA_I
k'	28	29	27	 pA_I
kst	28	29	27	 pA_I
kas	28	29	28	 pA_I
krop	29	29	28	 pA_I
ke	29	30	29	 pA_I
kop	29	30	29	 pA_L

ouaiz	28	28	27	 pA_U
ouaiz	28	29	27	 pA_B
z'	29	29	28	 pA_I
esz	29	29	28	 pA_I
z'	29	29	29	 pA_I
esz	29	29	29	 pA_I
vraz	29	29	28	 pA_I
z'	29	29	28	 pA_I
esz	29	29	28	 pA_I
paz	29	29	28	 pA_I
troz	29	29	28	 pA_I
z'	28	29	27	 pA_I
esz	28	29	27	 pA_I
paz	28	29	28	 pA_I
troz	29	29	28	 pA_I
lz	29	30	29	 pA_I
toz	29	30	29	 pA_L

ouwis	28	28	27	 pA_U
ouwis	28	29	27	 pA_B
w'	29	29	28	 pA_I
ewt	29	29	28	 pA_I
w'	29	29	29	 pA_I
ewt	29	29	29	 pA_I
vwai	29	29	28	 pA_I
w'	29	29	28	 pA_I
ewt	29	29	28	 pA_I
pws	29	29	28	 pA_I
twop	29	29	28	 pA_I
w'	28	29	27	 pA_I
ewt	28	29	27	 pA_I
pws	28	29	28	 pA_I
twop	29	29	28	 pA_I
lw	29	30	29	 pA_I
twp	29	30	29	 pA_L

ouhis	28	28	27	 pA_U
ouhis	28	29	27	 pA_B
h'	29	29	28	 pA_I
eht	29	29	28	 pA_I
h'	29	29	29	 pA_I
eht	29	29	29	 pA_I
vhai	29	29	28	 pA_I
h'	29	29	28	 pA_I
eht	29	29	28	 pA_I
phs	29	29	28	 pA_I
thop	29	29	28	 pA_I
h'	28	29	27	 pA_I
eht	28	29	27	 pA_I
phs	28	29	28	 pA_I
thop	29	29	28	 pA_I
lh	29	30	29	 pA_I
thp	29	30	29	 pA_L

oufis	28	28	27	 pA_U
oufis	28	29	27	 pA_B
f'	29	29	28	 pA_I
eft	29	29	28	 pA_I
f'	29	29	29	 pA_I
eft	29	29	29	 pA_I
vfai	29	29	28	 pA_I
f'	29	29	28	 pA_I
eft	29	29	28	 pA_I
pfs	29	29	28	 pA_I
tfop	29	29	28	 pA_I
f'	28	29	27	 pA_I
eft	28	29	27	 pA_I
pfs	28	29	28	 pA_I
tfop	29	29	28	 pA_I
lf	29	30	29	 pA_I
tfp	29	30	29	 pA_L

ouyis	28	28	27	 pA_U
ouyis	28	29	27	 pA_B
y'	29	29	28	 pA_I
eyt	29	29	28	 pA_I
y'	29	29	29	 pA_I
eyt	29	29	29	 pA_I
vyai	29	29	28	 pA_I
y'	29	29	28	 pA_I
eyt	29	29	28	 pA_I
pys	29	29	28	 pA_I
tyop	29	29	28	 pA_I
y'	28	29	27	 pA_I
eyt	28	29	27	 pA_I
pys	28	29	28	 pA_I
tyop	29	29	28	 pA_I
ly	29	30	29	 pA_I
typ	29	30	29	 pA_L

ouais	28	29	27	 pA_B
enfin	30	30	29	 pA_I
ouais	30	30	29	 pA_I
en	30	30	30	 pA_I
fait	30	30	29	 pA_I
le	29	30	29	 pA_I
truc	29	29	28	 pA_I
c	29	30	29	 pA_I
est	29	30	29	 pA_I
que	29	30	28	 pA_I
ouais	29	30	29	 pA_I
comme	30	30	30	 pA_I
j	29	30	29	 pA_I
ai	29	30	29	 pA_I
pas	29	29	29	 pA_I
de	30	30	29	 pA_I
m-	29	30	29	 pA_I
je	29	30	29	 pA_I
f-	29	30	29	 pA_I
enfin	29	29	28	 pA_I
en	30	30	29	 pA_I
fait	30	30	29	 pA_I
ça	29	30	28	 pA_I
me	30	30	30	 pA_I
saoule	29	30	29	 pA_I
un	29	30	29	 pA_I
peu	30	30	29	 pA_I
de	29	30	29	 pA_I
manger	29	30	29	 pA_I
des	29	30	29	 pA_I
sandwiches	29	29	28	 pA_I
du	29	30	27	 pA_I
coup	28	29	28	 pA_I
euh	29	30	28	 pA_I
du	27	28	26	 pA_I
coup	28	29	27	 pA_I
voilà	29	29	28	 pA_I
en	30	30	29	 pA_I
fait	30	30	29	 pA_I
ça	29	30	29	 pA_I
dépend	29	30	29	 pA_I
si	29	30	29	 pA_I
il	29	29	28	 pA_I
nous	29	29	29	 pA_I
lâche	29	29	29	 pA_I
avant	29	30	29	 pA_I
ou	30	30	29	 pA_I
pas	29	30	28	 pA_L

ouais	27	28	26	 pA_U
ouais	27	28	27	 pA_B
d	29	29	27	 pA_I
accord	29	29	27	 pA_L

uuais	27	28	26	 pA_U
uuais	27	28	27	 pA_B
dd'	29	29	27	 pA_I
cccord	29	29	27	 pA_L

ooais	27	28	26	 pA_U
ooais	27	28	27	 pA_B
m'	29	29	27	 pA_I
aacord	29	29	27	 pA_L

oaais	27	28	26	 pA_U
oaais	27	28	27	 pA_B
a'	29	29	27	 pA_I
acoord	29	29	27	 pA_L

ouass	27	28	26	 pA_U
ouass	27	28	27	 pA_B
s'	29	29	27	 pA_I
accodd	29	29	27	 pA_L

zuais	27	28	26	 pA_U
zuais	27	28	27	 pA_B
z'	29	29	27	 pA_I
zccord	29	29	27	 pA_L

wuais	27	28	26	 pA_U
wuais	27	28	27	 pA_B
w'	29	29	27	 pA_I
wccord	29	29	27	 pA_L

fuais	27	28	26	 pA_U
fuais	27	28	27	 pA_B
f'	29	29	27	 pA_I
fccord	29	29	27	 pA_L

huais	27	28	26	 pA_U
huais	27	28	27	 pA_B
h'	29	29	27	 pA_I
hccord	29	29	27	 pA_L

juais	27	28	26	 pA_U
juais	27	28	27	 pA_B
j'	29	29	27	 pA_I
jccord	29	29	27	 pA_L

kuais	27	28	26	 pA_U
kuais	27	28	27	 pA_B
k'	29	29	27	 pA_I
kccord	29	29	27	 pA_L

parce	29	30	28	 pA_B
que	29	30	28	 pA_I
tu	28	28	27	 pA_I
sais	28	29	28	 pA_I
si	29	30	29	 pA_I
il	29	29	29	 pA_I
nous	29	29	29	 pA_I
lâche	29	29	29	 pA_I
trop	30	30	29	 pA_I
en	29	30	29	 pA_I
retard	30	30	30	 pA_I
et	30	30	29	 pA_I
qu	30	30	30	 pA_I
on	30	30	30	 pA_I
voit	29	30	29	 pA_I
qu	29	30	28	 pA_I
il	29	30	28	 pA_I
y	29	29	28	 pA_I
a	29	30	29	 pA_I
la	30	30	30	 pA_I
queue	29	30	28	 pA_I
à	29	30	29	 pA_I
la	29	29	29	 pA_I
limite	29	29	29	 pA_I
si	29	29	28	 pA_I
tu	27	28	27	 pA_I
veux	28	29	28	 pA_I
on	29	29	28	 pA_I
va	29	29	29	 pA_I
manger	30	30	30	 pA_I
dehors	29	30	28	 pA_L

ok	27	27	27	 pA_U
non	28	28	27	 pA_B
parce	29	30	28	 pA_I
que	29	30	28	 pA_I
enfin	29	30	28	 pA_I
voilà	29	30	28	 pA_I
c	29	30	29	 pA_I
é	29	30	29	 pA_I
c	29	29	29	 pA_I
était	29	29	29	 pA_I
pour	29	29	28	 pA_I
prévoir	28	29	28	 pA_I
parce	29	29	28	 pA_I
que	29	29	28	 pA_I
moi	29	29	28	 pA_I
aussi	29	29	29	 pA_I
faut	29	29	29	 pA_I
que	28	29	28	 pA_I
je	29	29	28	 pA_I
prenne	28	29	28	 pA_I
l	29	29	28	 pA_I
argent	29	29	28	 pA_I
sur	29	29	29	 pA_I
moi	29	29	28	 pA_I
tu	29	30	29	 pA_I
vois	29	29	28	 pA_L

daccord	27	28	26	 pA_U
	 	 	 	 
et	29	30	28	 pA_B
mais	28	29	28	 pA_I
si	29	30	28	 pA_I
tu	30	30	29	 pA_I
veux	29	29	29	 pA_I
on	29	30	29	 pA_I
mange	30	30	30	 pA_I
une	30	30	30	 pA_I
salade	30	30	30	 pA_I
aussi	29	30	29	 pA_L

si	27	28	26	 pA_B
tu	28	29	27	 pA_I
veux	28	29	28	 pA_I
on	29	30	29	 pA_I
fait	30	30	30	 pA_I
ça	29	29	28	 pA_I
enfin	29	30	28	 pA_I
si	28	29	27	 pA_I
il	28	29	27	 pA_I
nous	29	29	29	 pA_I
laisse	29	29	29	 pA_I
un	29	30	29	 pA_I
peu	29	30	29	 pA_I
en	29	29	28	 pA_I
avant	30	30	29	 pA_I
on	30	30	29	 pA_I
peut	29	29	28	 pA_I
aller	29	30	28	 pA_I
à	30	30	29	 pA_I
la	30	30	30	 pA_I
cantine	30	30	29	 pA_I
de	29	30	28	 pA_I
toute	28	28	28	 pA_I
façon	28	29	28	 pA_L
mais	28	29	27	 pA_B
euh	29	30	27	 pA_I
si	27	28	27	 pA_I
parce	28	29	27	 pA_I
que	28	29	27	 pA_I
tu	29	29	28	 pA_I
voulais	29	29	28	 pA_I
pas	29	29	28	 pA_I
aller	30	30	29	 pA_I
à	30	30	30	 pA_I
la	30	30	30	 pA_I
cantine	29	30	29	 pA_L

zi	27	28	26	 pA_B
zu	28	29	27	 pA_I
zeux	28	29	28	 pA_I
oz	29	30	29	 pA_I
